Procedure Code Category,ICD-10 CODES,Procedure Code Descriptions
THOR,0BL64DZ,"Occlusion of Right Lower Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BL64ZZ,"Occlusion of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BL70CZ,"Occlusion of Left Main Bronchus with Extraluminal Device, Open Approach"
THOR,0BL70DZ,"Occlusion of Left Main Bronchus with Intraluminal Device, Open Approach"
THOR,0BL70ZZ,"Occlusion of Left Main Bronchus, Open Approach"
THOR,0BL74CZ,"Occlusion of Left Main Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BL74DZ,"Occlusion of Left Main Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BL74ZZ,"Occlusion of Left Main Bronchus, Percutaneous Endoscopic Approach"
THOR,0BL80ZZ,"Occlusion of Left Upper Lobe Bronchus, Open Approach"
THOR,0BL84ZZ,"Occlusion of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BLB0CZ,"Occlusion of Left Lower Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,0BLB0DZ,"Occlusion of Left Lower Lobe Bronchus with Intraluminal Device, Open Approach"
THOR,0BLB4CZ,"Occlusion of Left Lower Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BLB4DZ,"Occlusion of Left Lower Lobe Bronchus with Intraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BM30ZZ,"Reattachment of Right Main Bronchus, Open Approach"
THOR,0BM40ZZ,"Reattachment of Right Upper Lobe Bronchus, Open Approach"
THOR,0BM50ZZ,"Reattachment of Right Middle Lobe Bronchus, Open Approach"
THOR,0BM60ZZ,"Reattachment of Right Lower Lobe Bronchus, Open Approach"
THOR,0BM70ZZ,"Reattachment of Left Main Bronchus, Open Approach"
THOR,0BM80ZZ,"Reattachment of Left Upper Lobe Bronchus, Open Approach"
THOR,0BM90ZZ,"Reattachment of Lingula Bronchus, Open Approach"
THOR,0BMB0ZZ,"Reattachment of Left Lower Lobe Bronchus, Open Approach"
THOR,0BMC0ZZ,"Reattachment of Right Upper Lung Lobe, Open Approach"
THOR,0BMD0ZZ,"Reattachment of Right Middle Lung Lobe, Open Approach"
THOR,0BMF0ZZ,"Reattachment of Right Lower Lung Lobe, Open Approach"
THOR,0BMG0ZZ,"Reattachment of Left Upper Lung Lobe, Open Approach"
THOR,0BMH0ZZ,"Reattachment of Lung Lingula, Open Approach"
THOR,0BMJ0ZZ,"Reattachment of Left Lower Lung Lobe, Open Approach"
THOR,0BMK0ZZ,"Reattachment of Right Lung, Open Approach"
THOR,0BML0ZZ,"Reattachment of Left Lung, Open Approach"
THOR,0BMR0ZZ,"Reattachment of Right Diaphragm, Open Approach"
THOR,0BMS0ZZ,"Reattachment of Left Diaphragm, Open Approach"
THOR,0BN30ZZ,"Release Right Main Bronchus, Open Approach"
THOR,0BN34ZZ,"Release Right Main Bronchus, Percutaneous Endoscopic Approach"
THOR,0BN40ZZ,"Release Right Upper Lobe Bronchus, Open Approach"
THOR,0BN44ZZ,"Release Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BN50ZZ,"Release Right Middle Lobe Bronchus, Open Approach"
THOR,0BN54ZZ,"Release Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BN60ZZ,"Release Right Lower Lobe Bronchus, Open Approach"
THOR,0BN64ZZ,"Release Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BN70ZZ,"Release Left Main Bronchus, Open Approach"
THOR,0BN74ZZ,"Release Left Main Bronchus, Percutaneous Endoscopic Approach"
THOR,0BN80ZZ,"Release Left Upper Lobe Bronchus, Open Approach"
THOR,0BN84ZZ,"Release Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BN90ZZ,"Release Lingula Bronchus, Open Approach"
THOR,0BN94ZZ,"Release Lingula Bronchus, Percutaneous Endoscopic Approach"
THOR,0BNB0ZZ,"Release Left Lower Lobe Bronchus, Open Approach"
THOR,0BNB4ZZ,"Release Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BNC0ZZ,"Release Right Upper Lung Lobe, Open Approach"
THOR,0BNC4ZZ,"Release Right Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BND0ZZ,"Release Right Middle Lung Lobe, Open Approach"
THOR,0BND4ZZ,"Release Right Middle Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BNF0ZZ,"Release Right Lower Lung Lobe, Open Approach"
THOR,0BNF4ZZ,"Release Right Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BNG0ZZ,"Release Left Upper Lung Lobe, Open Approach"
THOR,0BNG4ZZ,"Release Left Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BNH0ZZ,"Release Lung Lingula, Open Approach"
THOR,0BNH4ZZ,"Release Lung Lingula, Percutaneous Endoscopic Approach"
THOR,0BNJ0ZZ,"Release Left Lower Lung Lobe, Open Approach"
THOR,0BNJ4ZZ,"Release Left Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BNK0ZZ,"Release Right Lung, Open Approach"
THOR,0BNK4ZZ,"Release Right Lung, Percutaneous Endoscopic Approach"
THOR,0BNL0ZZ,"Release Left Lung, Open Approach"
THOR,0BNL4ZZ,"Release Left Lung, Percutaneous Endoscopic Approach"
THOR,0BNM0ZZ,"Release Bilateral Lungs, Open Approach"
THOR,0BNM4ZZ,"Release Bilateral Lungs, Percutaneous Endoscopic Approach"
THOR,0BNN0ZZ,"Release Right Pleura, Open Approach"
THOR,0BNN4ZZ,"Release Right Pleura, Percutaneous Endoscopic Approach"
THOR,0BNP0ZZ,"Release Left Pleura, Open Approach"
THOR,0BNP4ZZ,"Release Left Pleura, Percutaneous Endoscopic Approach"
THOR,0BNR0ZZ,"Release Right Diaphragm, Open Approach"
THOR,0BNR4ZZ,"Release Right Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BNS0ZZ,"Release Left Diaphragm, Open Approach"
THOR,0BNS4ZZ,"Release Left Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BP000Z,"Removal of Drainage Device from Tracheobronchial Tree, Open Approach"
THOR,0BP001Z,"Removal of Radioactive Element from Tracheobronchial Tree, Open Approach"
THOR,0BP00CZ,"Removal of Extraluminal Device from Tracheobronchial Tree, Open Approach"
THOR,0BP00JZ,"Removal of Synthetic Substitute from Tracheobronchial Tree, Open Approach"
THOR,0BP00KZ,"Removal of Nonautologous Tissue Substitute from Tracheobronchial Tree, Open Approach"
THOR,0BP040Z,"Removal of Drainage Device from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,0BP041Z,"Removal of Radioactive Element from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,0BP04CZ,"Removal of Extraluminal Device from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,0BP04JZ,"Removal of Synthetic Substitute from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,0BP04KZ,"Removal of Nonautologous Tissue Substitute from Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,0BPK00Z,"Removal of Drainage Device from Right Lung, Open Approach"
THOR,0BPK01Z,"Removal of Radioactive Element from Right Lung, Open Approach"
THOR,0BPK03Z,"Removal of Infusion Device from Right Lung, Open Approach"
THOR,0BPK40Z,"Removal of Drainage Device from Right Lung, Percutaneous Endoscopic Approach"
THOR,0BPK41Z,"Removal of Radioactive Element from Right Lung, Percutaneous Endoscopic Approach"
THOR,0BPK43Z,"Removal of Infusion Device from Right Lung, Percutaneous Endoscopic Approach"
THOR,0BPL00Z,"Removal of Drainage Device from Left Lung, Open Approach"
THOR,0BPL01Z,"Removal of Radioactive Element from Left Lung, Open Approach"
THOR,0BPL03Z,"Removal of Infusion Device from Left Lung, Open Approach"
THOR,0BPL40Z,"Removal of Drainage Device from Left Lung, Percutaneous Endoscopic Approach"
THOR,0BPL41Z,"Removal of Radioactive Element from Left Lung, Percutaneous Endoscopic Approach"
THOR,0BPL43Z,"Removal of Infusion Device from Left Lung, Percutaneous Endoscopic Approach"
THOR,0BPT00Z,"Removal of Drainage Device from Diaphragm, Open Approach"
THOR,0BPT07Z,"Removal of Autologous Tissue Substitute from Diaphragm, Open Approach"
THOR,0BPT0JZ,"Removal of Synthetic Substitute from Diaphragm, Open Approach"
THOR,0BPT0KZ,"Removal of Nonautologous Tissue Substitute from Diaphragm, Open Approach"
THOR,0BPT0MZ,"Removal of Diaphragmatic Pacemaker Lead from Diaphragm, Open Approach"
THOR,0BPT40Z,"Removal of Drainage Device from Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BPT47Z,"Removal of Autologous Tissue Substitute from Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BPT4JZ,"Removal of Synthetic Substitute from Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BPT4KZ,"Removal of Nonautologous Tissue Substitute from Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BPT4MZ,"Removal of Diaphragmatic Pacemaker Lead from Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BQ30ZZ,"Repair Right Main Bronchus, Open Approach"
THOR,0BQ34ZZ,"Repair Right Main Bronchus, Percutaneous Endoscopic Approach"
THOR,0BQ40ZZ,"Repair Right Upper Lobe Bronchus, Open Approach"
THOR,0BQ44ZZ,"Repair Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BQ50ZZ,"Repair Right Middle Lobe Bronchus, Open Approach"
THOR,0BQ54ZZ,"Repair Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BQ60ZZ,"Repair Right Lower Lobe Bronchus, Open Approach"
THOR,0BQ64ZZ,"Repair Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BQ70ZZ,"Repair Left Main Bronchus, Open Approach"
THOR,0BQ74ZZ,"Repair Left Main Bronchus, Percutaneous Endoscopic Approach"
THOR,0BQ80ZZ,"Repair Left Upper Lobe Bronchus, Open Approach"
THOR,0BQ84ZZ,"Repair Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BQ90ZZ,"Repair Lingula Bronchus, Open Approach"
THOR,0BQ94ZZ,"Repair Lingula Bronchus, Percutaneous Endoscopic Approach"
THOR,0BQB0ZZ,"Repair Left Lower Lobe Bronchus, Open Approach"
THOR,0BQB4ZZ,"Repair Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BQC0ZZ,"Repair Right Upper Lung Lobe, Open Approach"
THOR,0BQC4ZZ,"Repair Right Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BQD0ZZ,"Repair Right Middle Lung Lobe, Open Approach"
THOR,0BQD4ZZ,"Repair Right Middle Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BQF0ZZ,"Repair Right Lower Lung Lobe, Open Approach"
THOR,0BQF4ZZ,"Repair Right Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BQG0ZZ,"Repair Left Upper Lung Lobe, Open Approach"
THOR,0BQG4ZZ,"Repair Left Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BQH0ZZ,"Repair Lung Lingula, Open Approach"
THOR,0BQH4ZZ,"Repair Lung Lingula, Percutaneous Endoscopic Approach"
THOR,0BQJ0ZZ,"Repair Left Lower Lung Lobe, Open Approach"
THOR,0BQJ4ZZ,"Repair Left Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BQK0ZZ,"Repair Right Lung, Open Approach"
THOR,0BQK4ZZ,"Repair Right Lung, Percutaneous Endoscopic Approach"
THOR,0BQL0ZZ,"Repair Left Lung, Open Approach"
THOR,0BQL4ZZ,"Repair Left Lung, Percutaneous Endoscopic Approach"
THOR,0BQM0ZZ,"Repair Bilateral Lungs, Open Approach"
THOR,0BQM4ZZ,"Repair Bilateral Lungs, Percutaneous Endoscopic Approach"
THOR,0BQN0ZZ,"Repair Right Pleura, Open Approach"
THOR,0BQN4ZZ,"Repair Right Pleura, Percutaneous Endoscopic Approach"
THOR,0BQP0ZZ,"Repair Left Pleura, Open Approach"
THOR,0BQP4ZZ,"Repair Left Pleura, Percutaneous Endoscopic Approach"
THOR,0BS30ZZ,"Reposition Right Main Bronchus, Open Approach"
THOR,0BS40ZZ,"Reposition Right Upper Lobe Bronchus, Open Approach"
THOR,0BS50ZZ,"Reposition Right Middle Lobe Bronchus, Open Approach"
THOR,0BS60ZZ,"Reposition Right Lower Lobe Bronchus, Open Approach"
THOR,0BS70ZZ,"Reposition Left Main Bronchus, Open Approach"
THOR,0BS80ZZ,"Reposition Left Upper Lobe Bronchus, Open Approach"
THOR,0BS90ZZ,"Reposition Lingula Bronchus, Open Approach"
THOR,0BSB0ZZ,"Reposition Left Lower Lobe Bronchus, Open Approach"
THOR,0BSC0ZZ,"Reposition Right Upper Lung Lobe, Open Approach"
THOR,0BSD0ZZ,"Reposition Right Middle Lung Lobe, Open Approach"
THOR,0BSF0ZZ,"Reposition Right Lower Lung Lobe, Open Approach"
THOR,0BSG0ZZ,"Reposition Left Upper Lung Lobe, Open Approach"
THOR,0BSH0ZZ,"Reposition Lung Lingula, Open Approach"
THOR,0BSJ0ZZ,"Reposition Left Lower Lung Lobe, Open Approach"
THOR,0BSK0ZZ,"Reposition Right Lung, Open Approach"
THOR,0BSL0ZZ,"Reposition Left Lung, Open Approach"
THOR,0BSR0ZZ,"Reposition Right Diaphragm, Open Approach"
THOR,0BSS0ZZ,"Reposition Left Diaphragm, Open Approach"
THOR,0BT30ZZ,"Resection of Right Main Bronchus, Open Approach"
THOR,0BT34ZZ,"Resection of Right Main Bronchus, Percutaneous Endoscopic Approach"
THOR,0BT40ZZ,"Resection of Right Upper Lobe Bronchus, Open Approach"
THOR,0BT44ZZ,"Resection of Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BT50ZZ,"Resection of Right Middle Lobe Bronchus, Open Approach"
THOR,0BT54ZZ,"Resection of Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BT60ZZ,"Resection of Right Lower Lobe Bronchus, Open Approach"
THOR,0BT64ZZ,"Resection of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BT70ZZ,"Resection of Left Main Bronchus, Open Approach"
THOR,0BT74ZZ,"Resection of Left Main Bronchus, Percutaneous Endoscopic Approach"
THOR,0BT80ZZ,"Resection of Left Upper Lobe Bronchus, Open Approach"
THOR,0BT84ZZ,"Resection of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BT90ZZ,"Resection of Lingula Bronchus, Open Approach"
THOR,0BT94ZZ,"Resection of Lingula Bronchus, Percutaneous Endoscopic Approach"
THOR,0BTB0ZZ,"Resection of Left Lower Lobe Bronchus, Open Approach"
THOR,0BTB4ZZ,"Resection of Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BTC0ZZ,"Resection of Right Upper Lung Lobe, Open Approach"
THOR,0BTC4ZZ,"Resection of Right Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BTD0ZZ,"Resection of Right Middle Lung Lobe, Open Approach"
THOR,0BTD4ZZ,"Resection of Right Middle Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BTF0ZZ,"Resection of Right Lower Lung Lobe, Open Approach"
THOR,0BTF4ZZ,"Resection of Right Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BTG0ZZ,"Resection of Left Upper Lung Lobe, Open Approach"
THOR,0BTG4ZZ,"Resection of Left Upper Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BTH0ZZ,"Resection of Lung Lingula, Open Approach"
THOR,0BTH4ZZ,"Resection of Lung Lingula, Percutaneous Endoscopic Approach"
THOR,0BTJ0ZZ,"Resection of Left Lower Lung Lobe, Open Approach"
THOR,0BTJ4ZZ,"Resection of Left Lower Lung Lobe, Percutaneous Endoscopic Approach"
THOR,0BTK0ZZ,"Resection of Right Lung, Open Approach"
THOR,0BTK4ZZ,"Resection of Right Lung, Percutaneous Endoscopic Approach"
THOR,0BTL0ZZ,"Resection of Left Lung, Open Approach"
THOR,0BTL4ZZ,"Resection of Left Lung, Percutaneous Endoscopic Approach"
THOR,0BTM0ZZ,"Resection of Bilateral Lungs, Open Approach"
THOR,0BTM4ZZ,"Resection of Bilateral Lungs, Percutaneous Endoscopic Approach"
THOR,0BTR0ZZ,"Resection of Right Diaphragm, Open Approach"
THOR,0BTR4ZZ,"Resection of Right Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BTS0ZZ,"Resection of Left Diaphragm, Open Approach"
THOR,0BTS4ZZ,"Resection of Left Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BU307Z,"Supplement Right Main Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,0BU30JZ,"Supplement Right Main Bronchus with Synthetic Substitute, Open Approach"
THOR,0BU30KZ,"Supplement Right Main Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,0BU347Z,"Supplement Right Main Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU34JZ,"Supplement Right Main Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0BU34KZ,"Supplement Right Main Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU407Z,"Supplement Right Upper Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,0BU40JZ,"Supplement Right Upper Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,0BU40KZ,"Supplement Right Upper Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,0BU447Z,"Supplement Right Upper Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU44JZ,"Supplement Right Upper Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0BU44KZ,"Supplement Right Upper Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU507Z,"Supplement Right Middle Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,0BU50JZ,"Supplement Right Middle Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,0BU50KZ,"Supplement Right Middle Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,0BU547Z,"Supplement Right Middle Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU54JZ,"Supplement Right Middle Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0BU54KZ,"Supplement Right Middle Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU607Z,"Supplement Right Lower Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,0BU60JZ,"Supplement Right Lower Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,0BU60KZ,"Supplement Right Lower Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,0BU647Z,"Supplement Right Lower Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU64JZ,"Supplement Right Lower Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0BU64KZ,"Supplement Right Lower Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU707Z,"Supplement Left Main Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,0BU70JZ,"Supplement Left Main Bronchus with Synthetic Substitute, Open Approach"
THOR,0BU70KZ,"Supplement Left Main Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,0BU747Z,"Supplement Left Main Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU74JZ,"Supplement Left Main Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0BU74KZ,"Supplement Left Main Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU807Z,"Supplement Left Upper Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,0BU80JZ,"Supplement Left Upper Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,0BU80KZ,"Supplement Left Upper Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,0BU847Z,"Supplement Left Upper Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU84JZ,"Supplement Left Upper Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0BU84KZ,"Supplement Left Upper Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU907Z,"Supplement Lingula Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,0BU90JZ,"Supplement Lingula Bronchus with Synthetic Substitute, Open Approach"
THOR,0BU90KZ,"Supplement Lingula Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,0BU947Z,"Supplement Lingula Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BU94JZ,"Supplement Lingula Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0BU94KZ,"Supplement Lingula Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BUB07Z,"Supplement Left Lower Lobe Bronchus with Autologous Tissue Substitute, Open Approach"
THOR,0BUB0JZ,"Supplement Left Lower Lobe Bronchus with Synthetic Substitute, Open Approach"
THOR,0BUB0KZ,"Supplement Left Lower Lobe Bronchus with Nonautologous Tissue Substitute, Open Approach"
THOR,0BUB47Z,"Supplement Left Lower Lobe Bronchus with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BUB4JZ,"Supplement Left Lower Lobe Bronchus with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0BUB4KZ,"Supplement Left Lower Lobe Bronchus with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BUS07Z,"Supplement Left Diaphragm with Autologous Tissue Substitute, Open Approach"
THOR,0BUS0JZ,"Supplement Left Diaphragm with Synthetic Substitute, Open Approach"
THOR,0BUS0KZ,"Supplement Left Diaphragm with Nonautologous Tissue Substitute, Open Approach"
THOR,0BUS47Z,"Supplement Left Diaphragm with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BUS4JZ,"Supplement Left Diaphragm with Synthetic Substitute, Percutaneous Endoscopic Approach"
THOR,0BUS4KZ,"Supplement Left Diaphragm with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
THOR,0BV30CZ,"Restriction of Right Main Bronchus with Extraluminal Device, Open Approach"
THOR,0BV30ZZ,"Restriction of Right Main Bronchus, Open Approach"
THOR,0BV34CZ,"Restriction of Right Main Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BV34ZZ,"Restriction of Right Main Bronchus, Percutaneous Endoscopic Approach"
THOR,0BV40CZ,"Restriction of Right Upper Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,0BV40ZZ,"Restriction of Right Upper Lobe Bronchus, Open Approach"
THOR,0BV44CZ,"Restriction of Right Upper Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BV44ZZ,"Restriction of Right Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BV50CZ,"Restriction of Right Middle Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,0BV50ZZ,"Restriction of Right Middle Lobe Bronchus, Open Approach"
THOR,0BV54CZ,"Restriction of Right Middle Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BV54ZZ,"Restriction of Right Middle Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BV60CZ,"Restriction of Right Lower Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,0BV60ZZ,"Restriction of Right Lower Lobe Bronchus, Open Approach"
THOR,0BV64CZ,"Restriction of Right Lower Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BV64ZZ,"Restriction of Right Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BV70CZ,"Restriction of Left Main Bronchus with Extraluminal Device, Open Approach"
THOR,0BV70ZZ,"Restriction of Left Main Bronchus, Open Approach"
THOR,0BV74CZ,"Restriction of Left Main Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BV74ZZ,"Restriction of Left Main Bronchus, Percutaneous Endoscopic Approach"
THOR,0BV80CZ,"Restriction of Left Upper Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,0BV80ZZ,"Restriction of Left Upper Lobe Bronchus, Open Approach"
THOR,0BV84CZ,"Restriction of Left Upper Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BV84ZZ,"Restriction of Left Upper Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BV90CZ,"Restriction of Lingula Bronchus with Extraluminal Device, Open Approach"
THOR,0BV90ZZ,"Restriction of Lingula Bronchus, Open Approach"
THOR,0BV94CZ,"Restriction of Lingula Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BV94ZZ,"Restriction of Lingula Bronchus, Percutaneous Endoscopic Approach"
THOR,0BVB0CZ,"Restriction of Left Lower Lobe Bronchus with Extraluminal Device, Open Approach"
THOR,0BVB0ZZ,"Restriction of Left Lower Lobe Bronchus, Open Approach"
THOR,0BVB4CZ,"Restriction of Left Lower Lobe Bronchus with Extraluminal Device, Percutaneous Endoscopic Approach"
THOR,0BVB4ZZ,"Restriction of Left Lower Lobe Bronchus, Percutaneous Endoscopic Approach"
THOR,0BW000Z,"Revision of Drainage Device in Tracheobronchial Tree, Open Approach"
THOR,0BW00CZ,"Revision of Extraluminal Device in Tracheobronchial Tree, Open Approach"
THOR,0BW00JZ,"Revision of Synthetic Substitute in Tracheobronchial Tree, Open Approach"
THOR,0BW00KZ,"Revision of Nonautologous Tissue Substitute in Tracheobronchial Tree, Open Approach"
THOR,0BW040Z,"Revision of Drainage Device in Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,0BW04CZ,"Revision of Extraluminal Device in Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,0BW04JZ,"Revision of Synthetic Substitute in Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,0BW04KZ,"Revision of Nonautologous Tissue Substitute in Tracheobronchial Tree, Percutaneous Endoscopic Approach"
THOR,0BWK00Z,"Revision of Drainage Device in Right Lung, Open Approach"
THOR,0BWK03Z,"Revision of Infusion Device in Right Lung, Open Approach"
THOR,0BWK40Z,"Revision of Drainage Device in Right Lung, Percutaneous Endoscopic Approach"
THOR,0BWK43Z,"Revision of Infusion Device in Right Lung, Percutaneous Endoscopic Approach"
THOR,0BWL00Z,"Revision of Drainage Device in Left Lung, Open Approach"
THOR,0BWL03Z,"Revision of Infusion Device in Left Lung, Open Approach"
THOR,0BWL40Z,"Revision of Drainage Device in Left Lung, Percutaneous Endoscopic Approach"
THOR,0BWL43Z,"Revision of Infusion Device in Left Lung, Percutaneous Endoscopic Approach"
THOR,0BWT00Z,"Revision of Drainage Device in Diaphragm, Open Approach"
THOR,0BWT07Z,"Revision of Autologous Tissue Substitute in Diaphragm, Open Approach"
THOR,0BWT0JZ,"Revision of Synthetic Substitute in Diaphragm, Open Approach"
THOR,0BWT0KZ,"Revision of Nonautologous Tissue Substitute in Diaphragm, Open Approach"
THOR,0BWT40Z,"Revision of Drainage Device in Diaphragm, Percutaneous Endoscopic Approach"
THOR,0BWT47Z,"Revision of Autologous Tissue Substitute in Diaphragm, Percutaneous Endoscopic Approach"
